id_registro,codigo_equipo,fecha,tipo_mantenimiento,categoria_falla,urgencia,descripcion,costo_soles,tecnico,prioridad,horas_intervencion,estado_post
R00789,EQ-014,2025-02-08,Preventivo,—,Programado,Mantenimiento preventivo programado,159.3,J. Ramírez,Baja,0.8,Operativo
R00802,EQ-014,2025-03-25,Correctivo,Eléctrica,Media,Falla en fuente de poder,193.18,J. Ramírez,Media,1.3,Operativo
R00790,EQ-014,2025-05-01,Preventivo,—,Programado,Mantenimiento preventivo programado,159.85,M. Torres,Baja,1.1,Operativo
R00820,EQ-014,2025-05-27,Correctivo,Sensores,Alta,Error de lectura de presión,289.81,L. Quispe,Alta,6.1,En observación
R00791,EQ-014,2025-07-27,Preventivo,—,Programado,Mantenimiento preventivo programado,135.38,J. Ramírez,Baja,1.2,Operativo
R00810,EQ-014,2025-10-01,Correctivo,Eléctrica,Alta,Falla en fuente de poder,279.78,L. Quispe,Alta,6.8,Operativo
R00792,EQ-014,2025-10-21,Preventivo,—,Programado,Mantenimiento preventivo programado,65.25,L. Quispe,Baja,0.8,Operativo
R00793,EQ-014,2026-01-13,Preventivo,—,Programado,Mantenimiento preventivo programado,148.76,J. Ramírez,Baja,1.0,Operativo
R00808,EQ-014,2026-04-02,Correctivo,Mecánica,Baja,Obstrucción de circuito,236.81,A. Flores,Baja,7.7,Operativo
R00794,EQ-014,2026-04-10,Preventivo,—,Programado,Mantenimiento preventivo programado,151.26,A. Flores,Baja,1.5,Operativo
R00812,EQ-014,2026-04-22,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,695.86,L. Quispe,Alta,1.7,En observación
R00826,EQ-015,2022-01-28,Preventivo,—,Programado,Mantenimiento preventivo programado,173.18,M. Torres,Baja,0.6,Operativo
R00848,EQ-015,2022-02-08,Correctivo,Desgaste,Media,Componente al final de vida útil,108.71,A. Flores,Media,1.6,Operativo
R00827,EQ-015,2022-04-29,Preventivo,—,Programado,Mantenimiento preventivo programado,154.53,A. Flores,Baja,1.2,Operativo
R00860,EQ-015,2022-05-15,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,746.07,M. Torres,Baja,1.3,Operativo
R00872,EQ-015,2022-06-05,Correctivo,Sensores,Media,Error de lectura de presión,1162.33,M. Torres,Media,5.9,En observación
R00828,EQ-015,2022-07-21,Preventivo,—,Programado,Mantenimiento preventivo programado,141.19,J. Ramírez,Baja,0.6,Operativo
R00867,EQ-015,2022-07-31,Correctivo,Software,Media,Error de comunicación,,J. Ramírez,Media,3.9,Operativo
R00871,EQ-015,2022-08-18,Correctivo,Eléctrica,Media,Fusible quemado,482.36,M. Torres,Media,1.4,Operativo
R00850,EQ-015,2022-09-01,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,1148.9,L. Quispe,Baja,2.2,Operativo
R00844,EQ-015,2022-09-12,Correctivo,Mecánica,Alta,Holgura en soporte,192.53,A. Flores,Alta,6.8,Operativo
R00829,EQ-015,2022-10-24,Preventivo,—,Programado,Mantenimiento preventivo programado,119.81,M. Torres,Baja,1.2,Operativo
R00851,EQ-015,2022-11-29,Correctivo,Sensores,Media,Sensor de flujo defectuoso,233.29,M. Torres,Media,2.4,Operativo
R00830,EQ-015,2023-01-24,Preventivo,—,Programado,Mantenimiento preventivo programado,177.73,A. Flores,Baja,1.8,Operativo
R00865,EQ-015,2023-03-14,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,1118.11,A. Flores,Baja,2.7,Operativo
R00831,EQ-015,2023-04-22,Preventivo,—,Programado,Mantenimiento preventivo programado,159.31,A. Flores,Baja,1.5,Operativo
R00868,EQ-015,2023-05-09,Correctivo,Eléctrica,Media,Fusible quemado,524.32,L. Quispe,Media,2.0,Operativo
R00863,EQ-015,2023-07-09,Correctivo,Software,Alta,Falla en calibración digital,192.0,J. Ramírez,Alta,3.5,Operativo
R00832,EQ-015,2023-07-27,Preventivo,—,Programado,Mantenimiento preventivo programado,128.98,M. Torres,Baja,0.6,Operativo
R00870,EQ-015,2023-07-28,Correctivo,Calibración,Media,Calibración vencida,50.84,J. Ramírez,Media,5.7,En observación
R00866,EQ-015,2023-08-05,Correctivo,Calibración,Alta,Desviación de medición,228.45,A. Flores,Alta,4.4,En observación
R00845,EQ-015,2023-09-14,Correctivo,Sensores,Media,Error de lectura de presión,1032.64,J. Ramírez,Media,7.9,En observación
R00833,EQ-015,2023-11-02,Preventivo,—,Programado,Mantenimiento preventivo programado,131.48,L. Quispe,Baja,1.0,Operativo
R00857,EQ-015,2023-12-06,Correctivo,Calibración,Media,Desviación de medición,121.85,J. Ramírez,Media,1.5,Operativo
R00854,EQ-015,2024-01-13,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,766.43,M. Torres,Baja,7.0,En observación
R00834,EQ-015,2024-02-01,Preventivo,—,Programado,Mantenimiento preventivo programado,135.84,A. Flores,Baja,1.7,Operativo
R00835,EQ-015,2024-04-22,Preventivo,—,Programado,Mantenimiento preventivo programado,160.3,J. Ramírez,Baja,1.3,Operativo
R00853,EQ-015,2024-06-25,Correctivo,Calibración,Media,Calibración vencida,112.22,A. Flores,Media,6.8,Operativo
R00836,EQ-015,2024-07-23,Preventivo,—,Programado,Mantenimiento preventivo programado,122.85,J. Ramírez,Baja,0.7,Operativo
R00861,EQ-015,2024-07-31,Correctivo,Software,Alta,Falla en calibración digital,381.34,L. Quispe,Alta,1.1,Operativo
R00847,EQ-015,2024-09-05,Correctivo,Software,Media,Error de firmware,354.4,M. Torres,Media,1.3,Operativo
R00856,EQ-015,2024-10-06,Correctivo,Software,Media,Pantalla congelada,73.22,A. Flores,Media,4.5,Operativo
R00837,EQ-015,2024-10-19,Preventivo,—,Programado,Mantenimiento preventivo programado,112.81,L. Quispe,Baja,1.6,Operativo
R00864,EQ-015,2024-11-15,Correctivo,Eléctrica,Alta,Batería agotada,214.94,M. Torres,Alta,7.5,En observación
R00855,EQ-015,2024-12-23,Correctivo,Sensores,Media,Error de lectura de presión,376.68,A. Flores,Media,7.0,Operativo
R00838,EQ-015,2025-01-08,Preventivo,—,Programado,Mantenimiento preventivo programado,151.97,J. Ramírez,Baja,0.8,Operativo
R00862,EQ-015,2025-01-13,Correctivo,Software,Baja,Error de comunicación,,A. Flores,Baja,6.9,En observación
R00869,EQ-015,2025-02-07,Correctivo,Eléctrica,Media,Cortocircuito en placa,532.81,M. Torres,Media,3.8,Operativo
R00839,EQ-015,2025-04-01,Preventivo,—,Programado,Mantenimiento preventivo programado,176.11,J. Ramírez,Baja,1.1,Operativo
R00849,EQ-015,2025-06-04,Correctivo,Software,Media,Pantalla congelada,387.74,A. Flores,Media,6.7,En observación
R00846,EQ-015,2025-06-22,Correctivo,Eléctrica,Media,Falla en fuente de poder,413.0,M. Torres,Media,1.4,En observación
R00840,EQ-015,2025-06-23,Preventivo,—,Programado,Mantenimiento preventivo programado,122.55,L. Quispe,Baja,1.9,Operativo
R00852,EQ-015,2025-07-10,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,261.71,J. Ramírez,Alta,4.5,En observación
R00841,EQ-015,2025-09-30,Preventivo,—,Programado,Mantenimiento preventivo programado,166.1,J. Ramírez,Baja,1.2,Operativo
R00859,EQ-015,2025-11-30,Correctivo,Calibración,Baja,Desviación de medición,,J. Ramírez,Baja,3.6,Operativo
R00842,EQ-015,2026-01-04,Preventivo,—,Programado,Mantenimiento preventivo programado,99.26,L. Quispe,Baja,1.0,Operativo
R00858,EQ-015,2026-02-11,Correctivo,Calibración,Media,Ajuste de cero requerido,174.31,L. Quispe,Media,6.3,Operativo
R00843,EQ-015,2026-04-06,Preventivo,—,Programado,Mantenimiento preventivo programado,79.53,J. Ramírez,Baja,0.8,Operativo
R00873,EQ-016,2022-02-11,Preventivo,—,Programado,Mantenimiento preventivo programado,102.7,J. Ramírez,Baja,1.1,Operativo
R00914,EQ-016,2022-02-12,Correctivo,Eléctrica,Media,Fusible quemado,559.65,J. Ramírez,Media,5.8,En observación
R00900,EQ-016,2022-03-04,Correctivo,Desgaste,Baja,Filtro saturado,390.35,A. Flores,Baja,2.5,Operativo
R00907,EQ-016,2022-03-28,Correctivo,Desgaste,Media,Acumulación de horas de uso,634.42,M. Torres,Media,5.0,Operativo
R00874,EQ-016,2022-05-06,Preventivo,—,Programado,Mantenimiento preventivo programado,120.51,L. Quispe,Baja,1.6,Operativo
R00908,EQ-016,2022-06-22,Correctivo,Desgaste,Alta,Componente al final de vida útil,256.64,A. Flores,Alta,4.2,En observación
R00875,EQ-016,2022-07-28,Preventivo,—,Programado,Mantenimiento preventivo programado,102.33,L. Quispe,Baja,1.9,Operativo
R00911,EQ-016,2022-08-20,Correctivo,Desgaste,Media,Acumulación de horas de uso,589.1,A. Flores,Media,1.1,Operativo
R00876,EQ-016,2022-10-20,Preventivo,—,Programado,Mantenimiento preventivo programado,84.57,J. Ramírez,Baja,0.8,Operativo
R00897,EQ-016,2022-10-25,Correctivo,Eléctrica,Baja,Batería agotada,178.41,J. Ramírez,Baja,6.7,Operativo
R00906,EQ-016,2022-12-15,Correctivo,Eléctrica,Baja,Fusible quemado,395.68,J. Ramírez,Baja,5.9,Operativo
R00877,EQ-016,2023-01-15,Preventivo,—,Programado,Mantenimiento preventivo programado,179.14,A. Flores,Baja,0.9,Operativo
R00912,EQ-016,2023-03-28,Correctivo,Desgaste,Media,Componente al final de vida útil,327.34,L. Quispe,Media,6.5,En observación
R00878,EQ-016,2023-04-24,Preventivo,—,Programado,Mantenimiento preventivo programado,113.16,A. Flores,Baja,1.6,Operativo
R00896,EQ-016,2023-05-08,Correctivo,Desgaste,Alta,Acumulación de horas de uso,571.09,L. Quispe,Alta,3.8,Operativo
R00892,EQ-016,2023-06-19,Correctivo,Desgaste,Media,Filtro saturado,655.69,M. Torres,Media,3.5,Operativo
R00899,EQ-016,2023-07-25,Correctivo,Desgaste,Alta,Acumulación de horas de uso,286.24,A. Flores,Alta,3.1,Operativo
R00879,EQ-016,2023-07-27,Preventivo,—,Programado,Mantenimiento preventivo programado,61.77,J. Ramírez,Baja,1.0,Operativo
R00891,EQ-016,2023-08-06,Correctivo,Eléctrica,Media,Falla en fuente de poder,453.89,L. Quispe,Media,4.1,En observación
R00909,EQ-016,2023-08-27,Correctivo,Eléctrica,Alta,Cortocircuito en placa,240.05,M. Torres,Alta,1.5,Operativo
R00880,EQ-016,2023-11-01,Preventivo,—,Programado,Mantenimiento preventivo programado,134.56,L. Quispe,Baja,1.0,Operativo
R00918,EQ-016,2023-11-17,Correctivo,Desgaste,Media,Componente al final de vida útil,497.91,M. Torres,Media,7.9,Operativo
R00916,EQ-016,2023-11-20,Correctivo,Eléctrica,Media,Batería agotada,370.41,J. Ramírez,Media,4.7,Operativo
R00881,EQ-016,2024-01-23,Preventivo,—,Programado,Mantenimiento preventivo programado,117.85,A. Flores,Baja,1.0,Operativo
R00913,EQ-016,2024-02-17,Correctivo,Eléctrica,Media,Falla en fuente de poder,207.91,M. Torres,Media,1.1,En observación
R00902,EQ-016,2024-04-04,Correctivo,Eléctrica,Media,Falla en fuente de poder,450.18,M. Torres,Media,3.1,Operativo
R00882,EQ-016,2024-04-22,Preventivo,—,Programado,Mantenimiento preventivo programado,115.73,J. Ramírez,Baja,1.8,Operativo
R00894,EQ-016,2024-05-22,Correctivo,Software,Media,Error de comunicación,198.15,M. Torres,Media,6.5,Operativo
R00883,EQ-016,2024-07-15,Preventivo,—,Programado,Mantenimiento preventivo programado,140.84,L. Quispe,Baja,1.8,Operativo
R00903,EQ-016,2024-08-21,Correctivo,Desgaste,Media,Filtro saturado,498.79,M. Torres,Media,4.6,Operativo
R00917,EQ-016,2024-09-07,Correctivo,Eléctrica,Alta,Falla en cargador,156.04,L. Quispe,Alta,4.1,Operativo
R00901,EQ-016,2024-10-06,Correctivo,Desgaste,Media,Componente al final de vida útil,,L. Quispe,Media,4.8,Operativo
R00884,EQ-016,2024-10-22,Preventivo,—,Programado,Mantenimiento preventivo programado,159.59,A. Flores,Baja,0.6,Operativo
R00898,EQ-016,2024-10-22,Correctivo,Software,Baja,Falla en calibración digital,26.41,M. Torres,Baja,6.5,Operativo
R00893,EQ-016,2024-12-20,Correctivo,Desgaste,Alta,Acumulación de horas de uso,472.21,M. Torres,Alta,7.0,Operativo
R00910,EQ-016,2025-01-10,Correctivo,Eléctrica,Media,Batería agotada,173.6,L. Quispe,Media,7.3,Operativo
R00885,EQ-016,2025-01-18,Preventivo,—,Programado,Mantenimiento preventivo programado,83.31,L. Quispe,Baja,1.2,Operativo
R00915,EQ-016,2025-02-05,Correctivo,Mecánica,Baja,Desgaste de válvula,647.44,A. Flores,Baja,2.5,Operativo
R00886,EQ-016,2025-04-11,Preventivo,—,Programado,Mantenimiento preventivo programado,,M. Torres,Baja,0.8,Operativo
R00904,EQ-016,2025-05-07,Correctivo,Desgaste,Media,Acumulación de horas de uso,382.63,M. Torres,Media,2.6,En observación
R00895,EQ-016,2025-07-11,Correctivo,Eléctrica,Alta,Falla en cargador,114.61,M. Torres,Alta,3.7,Operativo
R00887,EQ-016,2025-07-14,Preventivo,—,Programado,Mantenimiento preventivo programado,74.06,A. Flores,Baja,1.1,Operativo
R00888,EQ-016,2025-10-14,Preventivo,—,Programado,Mantenimiento preventivo programado,66.1,M. Torres,Baja,1.6,Operativo
R00889,EQ-016,2026-01-09,Preventivo,—,Programado,Mantenimiento preventivo programado,83.84,J. Ramírez,Baja,0.7,Operativo
R00905,EQ-016,2026-01-25,Correctivo,Eléctrica,Baja,Fusible quemado,571.7,A. Flores,Baja,5.6,Operativo
R00890,EQ-016,2026-04-12,Preventivo,—,Programado,Mantenimiento preventivo programado,100.2,M. Torres,Baja,0.8,Operativo
R00937,EQ-017,2022-01-07,Correctivo,Sensores,Media,Error de lectura de presión,499.3,A. Flores,Media,2.3,Operativo
R00941,EQ-017,2022-01-08,Correctivo,Sensores,Media,Error de lectura de presión,1160.25,A. Flores,Media,6.4,Operativo
R00919,EQ-017,2022-01-18,Preventivo,—,Programado,Mantenimiento preventivo programado,74.09,L. Quispe,Baja,0.8,Operativo
R00944,EQ-017,2022-03-05,Correctivo,Sensores,Media,Sensor de flujo defectuoso,644.78,J. Ramírez,Media,2.9,Operativo
R00920,EQ-017,2022-04-18,Preventivo,—,Programado,Mantenimiento preventivo programado,75.84,A. Flores,Baja,0.8,Operativo
R00958,EQ-017,2022-06-18,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,1026.79,A. Flores,Media,6.6,Operativo
R00942,EQ-017,2022-07-03,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,961.35,L. Quispe,Baja,1.3,En observación
R00921,EQ-017,2022-07-24,Preventivo,—,Programado,Mantenimiento preventivo programado,136.05,A. Flores,Baja,1.5,Operativo
R00939,EQ-017,2022-09-21,Correctivo,Sensores,Media,Termistor fuera de rango,,L. Quispe,Media,7.5,Operativo
R00922,EQ-017,2022-10-16,Preventivo,—,Programado,Mantenimiento preventivo programado,167.61,L. Quispe,Baja,1.2,Operativo
R00946,EQ-017,2022-11-03,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,277.74,A. Flores,Media,4.8,Operativo
R00956,EQ-017,2022-11-04,Correctivo,Sensores,Alta,Sensor de flujo defectuoso,316.69,L. Quispe,Alta,6.5,Operativo
R00940,EQ-017,2023-01-02,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,647.54,M. Torres,Media,1.5,Operativo
R00923,EQ-017,2023-01-14,Preventivo,—,Programado,Mantenimiento preventivo programado,111.17,M. Torres,Baja,0.9,Operativo
R00952,EQ-017,2023-03-05,Correctivo,Sensores,Media,Error de lectura de presión,984.69,M. Torres,Media,1.1,Operativo
R00924,EQ-017,2023-04-18,Preventivo,—,Programado,Mantenimiento preventivo programado,98.29,L. Quispe,Baja,0.5,Operativo
R00925,EQ-017,2023-07-26,Preventivo,—,Programado,Mantenimiento preventivo programado,144.19,M. Torres,Baja,1.9,Operativo
R00959,EQ-017,2023-08-03,Correctivo,Eléctrica,Media,Fusible quemado,267.89,A. Flores,Media,2.6,Operativo
R00954,EQ-017,2023-08-11,Correctivo,Sensores,Baja,Termistor fuera de rango,298.15,M. Torres,Baja,7.6,En observación
R00926,EQ-017,2023-10-22,Preventivo,—,Programado,Mantenimiento preventivo programado,73.91,A. Flores,Baja,0.6,Operativo
R00938,EQ-017,2023-12-07,Correctivo,Calibración,Media,Ajuste de cero requerido,285.25,A. Flores,Media,1.6,En observación
R00927,EQ-017,2024-01-25,Preventivo,—,Programado,Mantenimiento preventivo programado,90.92,A. Flores,Baja,1.9,Operativo
R00948,EQ-017,2024-03-20,Correctivo,Calibración,Media,Calibración vencida,187.53,M. Torres,Media,5.5,En observación
R00928,EQ-017,2024-04-22,Preventivo,—,Programado,Mantenimiento preventivo programado,157.32,A. Flores,Baja,1.5,Operativo
R00955,EQ-017,2024-05-07,Correctivo,Desgaste,Media,Componente al final de vida útil,603.03,J. Ramírez,Media,5.8,Operativo
R00957,EQ-017,2024-05-17,Correctivo,Software,Media,Falla en calibración digital,244.4,M. Torres,Media,4.6,Operativo
R00929,EQ-017,2024-07-26,Preventivo,—,Programado,Mantenimiento preventivo programado,108.18,M. Torres,Baja,1.4,Operativo
R00951,EQ-017,2024-10-18,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,1031.25,A. Flores,Alta,7.9,En observación
R00930,EQ-017,2024-10-19,Preventivo,—,Programado,Mantenimiento preventivo programado,79.33,L. Quispe,Baja,1.6,Operativo
R00931,EQ-017,2025-01-25,Preventivo,—,Programado,Mantenimiento preventivo programado,153.61,L. Quispe,Baja,1.8,Operativo
R00960,EQ-017,2025-03-02,Correctivo,Eléctrica,Media,Falla en cargador,457.62,L. Quispe,Media,6.6,En observación
R00943,EQ-017,2025-03-07,Correctivo,Software,Media,Falla en calibración digital,271.8,A. Flores,Media,7.1,Operativo
R00932,EQ-017,2025-04-15,Preventivo,—,Programado,Mantenimiento preventivo programado,138.93,M. Torres,Baja,1.8,Operativo
R00945,EQ-017,2025-05-25,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,595.02,L. Quispe,Baja,3.9,Operativo
R00947,EQ-017,2025-06-24,Correctivo,Sensores,Baja,Termistor fuera de rango,1145.56,A. Flores,Baja,4.3,Operativo
R00933,EQ-017,2025-07-19,Preventivo,—,Programado,Mantenimiento preventivo programado,176.02,A. Flores,Baja,1.4,Operativo
R00934,EQ-017,2025-10-13,Preventivo,—,Programado,Mantenimiento preventivo programado,124.83,J. Ramírez,Baja,1.3,Operativo
R00949,EQ-017,2025-11-06,Correctivo,Sensores,Baja,Sensor SpO2 descalibrado,253.5,M. Torres,Baja,7.2,Operativo
R00950,EQ-017,2026-01-11,Correctivo,Sensores,Media,Sensor de flujo defectuoso,827.93,L. Quispe,Media,7.9,En observación
R00935,EQ-017,2026-01-17,Preventivo,—,Programado,Mantenimiento preventivo programado,,J. Ramírez,Baja,1.2,Operativo
R00953,EQ-017,2026-02-21,Correctivo,Sensores,Baja,Termistor fuera de rango,797.35,J. Ramírez,Baja,4.1,Operativo
R00936,EQ-017,2026-04-17,Preventivo,—,Programado,Mantenimiento preventivo programado,168.77,L. Quispe,Baja,0.8,Operativo
R00961,EQ-018,2022-01-30,Preventivo,—,Programado,Mantenimiento preventivo programado,87.8,A. Flores,Baja,1.0,Operativo
R00989,EQ-018,2022-02-12,Correctivo,Eléctrica,Media,Batería agotada,272.2,M. Torres,Media,1.2,Operativo
R00981,EQ-018,2022-02-25,Correctivo,Sensores,Media,Error de lectura de presión,1165.74,J. Ramírez,Media,6.2,Operativo
R00962,EQ-018,2022-04-23,Preventivo,—,Programado,Mantenimiento preventivo programado,165.04,J. Ramírez,Baja,0.8,Operativo
R00963,EQ-018,2022-07-25,Preventivo,—,Programado,Mantenimiento preventivo programado,161.43,L. Quispe,Baja,0.9,Operativo
R00964,EQ-018,2022-10-18,Preventivo,—,Programado,Mantenimiento preventivo programado,81.48,L. Quispe,Baja,0.8,Operativo
R00965,EQ-018,2023-01-13,Preventivo,—,Programado,Mantenimiento preventivo programado,179.46,J. Ramírez,Baja,1.6,Operativo
R00966,EQ-018,2023-04-09,Preventivo,—,Programado,Mantenimiento preventivo programado,135.6,M. Torres,Baja,1.9,Operativo
R00986,EQ-018,2023-05-07,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,402.76,L. Quispe,Alta,4.6,En observación
R00992,EQ-018,2023-06-10,Correctivo,Desgaste,Media,Acumulación de horas de uso,641.48,A. Flores,Media,6.6,Operativo
R00967,EQ-018,2023-07-13,Preventivo,—,Programado,Mantenimiento preventivo programado,162.12,M. Torres,Baja,1.3,Operativo
R00988,EQ-018,2023-08-30,Correctivo,Eléctrica,Media,Falla en fuente de poder,157.47,J. Ramírez,Media,2.5,En observación
R00968,EQ-018,2023-10-16,Preventivo,—,Programado,Mantenimiento preventivo programado,122.87,A. Flores,Baja,1.5,Operativo
R00969,EQ-018,2024-01-18,Preventivo,—,Programado,Mantenimiento preventivo programado,175.03,L. Quispe,Baja,0.6,Operativo
R00983,EQ-018,2024-03-24,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,863.05,L. Quispe,Media,3.1,En observación
R00970,EQ-018,2024-04-21,Preventivo,—,Programado,Mantenimiento preventivo programado,101.63,J. Ramírez,Baja,0.7,Operativo
R00979,EQ-018,2024-05-06,Correctivo,Desgaste,Baja,Filtro saturado,776.05,L. Quispe,Baja,4.8,Operativo
R00971,EQ-018,2024-07-29,Preventivo,—,Programado,Mantenimiento preventivo programado,125.97,J. Ramírez,Baja,1.7,Operativo
R00993,EQ-018,2024-08-11,Correctivo,Calibración,Media,Ajuste de cero requerido,212.99,L. Quispe,Media,3.0,Operativo
R00984,EQ-018,2024-09-26,Correctivo,Sensores,Media,Termistor fuera de rango,268.43,J. Ramírez,Media,4.6,En observación
R00972,EQ-018,2024-10-28,Preventivo,—,Programado,Mantenimiento preventivo programado,144.92,A. Flores,Baja,0.8,Operativo
R00999,EQ-018,2024-12-06,Correctivo,Sensores,Alta,Termistor fuera de rango,947.45,A. Flores,Alta,4.7,Operativo
R00980,EQ-018,2024-12-29,Correctivo,Calibración,Media,Ajuste de cero requerido,89.08,A. Flores,Media,3.5,Operativo
R00985,EQ-018,2025-01-10,Correctivo,Sensores,Media,Error de lectura de presión,951.63,J. Ramírez,Media,6.9,Operativo
R00998,EQ-018,2025-01-12,Correctivo,Sensores,Media,Error de lectura de presión,215.84,M. Torres,Media,1.0,Operativo
R00973,EQ-018,2025-01-31,Preventivo,—,Programado,Mantenimiento preventivo programado,166.44,A. Flores,Baja,1.4,Operativo
R00997,EQ-018,2025-04-05,Correctivo,Eléctrica,Media,Falla en cargador,337.0,M. Torres,Media,1.5,En observación
R00974,EQ-018,2025-05-02,Preventivo,—,Programado,Mantenimiento preventivo programado,127.0,L. Quispe,Baja,1.5,Operativo
R00991,EQ-018,2025-05-05,Correctivo,Desgaste,Media,Filtro saturado,442.73,J. Ramírez,Media,4.3,Operativo
R00995,EQ-018,2025-05-21,Correctivo,Eléctrica,Baja,Falla en fuente de poder,528.3,L. Quispe,Baja,3.4,Operativo
R00982,EQ-018,2025-05-25,Correctivo,Eléctrica,Media,Cortocircuito en placa,252.11,M. Torres,Media,1.6,Operativo
R00975,EQ-018,2025-07-24,Preventivo,—,Programado,Mantenimiento preventivo programado,90.99,J. Ramírez,Baja,1.2,Operativo
R00994,EQ-018,2025-09-15,Correctivo,Desgaste,Media,Componente al final de vida útil,595.71,L. Quispe,Media,3.2,Operativo
R00976,EQ-018,2025-10-17,Preventivo,—,Programado,Mantenimiento preventivo programado,138.24,M. Torres,Baja,1.4,Operativo
R00996,EQ-018,2025-12-24,Correctivo,Calibración,Media,Ajuste de cero requerido,271.46,M. Torres,Media,6.5,Operativo
R00977,EQ-018,2026-01-15,Preventivo,—,Programado,Mantenimiento preventivo programado,138.73,A. Flores,Baja,1.2,Operativo
R00978,EQ-018,2026-04-22,Preventivo,—,Programado,Mantenimiento preventivo programado,130.75,L. Quispe,Baja,1.4,Operativo
R00987,EQ-018,2026-04-28,Correctivo,Eléctrica,Alta,Falla en fuente de poder,136.06,M. Torres,Alta,1.4,Operativo
R00990,EQ-018,2026-05-06,Correctivo,Desgaste,Media,Acumulación de horas de uso,790.52,M. Torres,Media,1.1,Operativo
R01000,EQ-019,2022-01-05,Preventivo,—,Programado,Mantenimiento preventivo programado,142.74,J. Ramírez,Baja,1.6,Operativo
R01029,EQ-019,2022-01-18,Correctivo,Sensores,Alta,Error de lectura de presión,305.62,A. Flores,Alta,3.4,Operativo
R01001,EQ-019,2022-03-27,Preventivo,—,Programado,Mantenimiento preventivo programado,99.79,J. Ramírez,Baja,0.9,Operativo
R01034,EQ-019,2022-04-08,Correctivo,Eléctrica,Media,Batería agotada,300.74,M. Torres,Media,7.2,Operativo
R01032,EQ-019,2022-05-01,Correctivo,Eléctrica,Media,Falla en cargador,486.89,M. Torres,Media,5.6,Operativo
R01002,EQ-019,2022-06-28,Preventivo,—,Programado,Mantenimiento preventivo programado,108.23,M. Torres,Baja,1.5,Operativo
R01020,EQ-019,2022-07-20,Correctivo,Calibración,Alta,Desviación de medición,170.04,M. Torres,Alta,6.2,En observación
R01023,EQ-019,2022-08-17,Correctivo,Sensores,Media,Sensor de flujo defectuoso,634.79,L. Quispe,Media,6.1,Operativo
R01003,EQ-019,2022-10-01,Preventivo,—,Programado,Mantenimiento preventivo programado,77.81,M. Torres,Baja,0.7,Operativo
R01004,EQ-019,2022-12-24,Preventivo,—,Programado,Mantenimiento preventivo programado,121.21,L. Quispe,Baja,0.8,Operativo
R01031,EQ-019,2023-01-12,Correctivo,Sensores,Media,Error de lectura de presión,622.21,A. Flores,Media,3.4,En observación
R01019,EQ-019,2023-01-24,Correctivo,Software,Baja,Error de firmware,366.24,M. Torres,Baja,4.7,Operativo
R01030,EQ-019,2023-03-01,Correctivo,Eléctrica,Media,Fusible quemado,395.22,M. Torres,Media,4.4,Operativo
R01005,EQ-019,2023-03-15,Preventivo,—,Programado,Mantenimiento preventivo programado,140.38,L. Quispe,Baja,0.9,Operativo
R01036,EQ-019,2023-04-18,Correctivo,Sensores,Alta,Error de lectura de presión,420.51,J. Ramírez,Alta,3.2,Operativo
R01006,EQ-019,2023-06-06,Preventivo,—,Programado,Mantenimiento preventivo programado,79.14,A. Flores,Baja,1.5,Operativo
R01024,EQ-019,2023-06-30,Correctivo,Sensores,Alta,Termistor fuera de rango,180.05,L. Quispe,Alta,6.3,En observación
R01033,EQ-019,2023-07-07,Correctivo,Eléctrica,Baja,Fusible quemado,,A. Flores,Baja,1.3,Operativo
R01007,EQ-019,2023-08-30,Preventivo,—,Programado,Mantenimiento preventivo programado,119.36,M. Torres,Baja,1.2,Operativo
R01025,EQ-019,2023-08-31,Correctivo,Eléctrica,Media,Falla en fuente de poder,574.38,A. Flores,Media,3.7,Operativo
R01027,EQ-019,2023-10-05,Correctivo,Software,Baja,Pantalla congelada,268.93,J. Ramírez,Baja,1.8,Operativo
R01008,EQ-019,2023-12-02,Preventivo,—,Programado,Mantenimiento preventivo programado,110.99,L. Quispe,Baja,1.5,Operativo
R01022,EQ-019,2024-03-06,Correctivo,Calibración,Media,Ajuste de cero requerido,269.77,J. Ramírez,Media,1.7,Operativo
R01009,EQ-019,2024-03-08,Preventivo,—,Programado,Mantenimiento preventivo programado,169.17,L. Quispe,Baja,2.0,Operativo
R01028,EQ-019,2024-05-28,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,909.32,J. Ramírez,Alta,3.5,Operativo
R01035,EQ-019,2024-05-31,Correctivo,Calibración,Baja,Calibración vencida,153.46,L. Quispe,Baja,6.9,Operativo
